Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Copacabana;3;1;1;182;8500.0;1296.0;340.0;46.7;Apartamento
Apartamento;Copacabana;2;0;0;63;2200.0;452.0;128.0;34.92;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1150.0;872.0;40.0;14.38;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;1600.0;780.0;14.0;22.22;Apartamento
Apartamento;Ipanema;3;1;0;90;3500.0;850.0;150.0;38.89;Apartamento
Apartamento;Ipanema;2;1;1;66;3900.0;764.0;84.0;59.09;Apartamento
Apartamento;Glória;1;0;0;50;950.0;570.0;67.0;19.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;290;9000.0;3700.0;600.0;31.03;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;8632.0;51.43;Apartamento
Apartamento;Ipanema;3;1;0;100;3200.0;1350.0;235.0;32.0;Apartamento
Apartamento;Copacabana;2;1;0;70;3500.0;1800.0;170.0;50.0;Apartamento
Apartamento;Botafogo;1;0;0;56;1900.0;680.0;0.0;33.93;Apartamento
Apartamento;Centro;1;1;0;42;1500.0;490.0;22.0;35.71;Apartamento
Apartamento;São Francisco Xavier;2;1;0;48;950.0;491.0;36.0;19.79;Apartamento
Apartamento;Lagoa;3;2;0;110;4000.0;1630.0;382.0;36.36;Apartamento
Apartamento;Maracanã;2;1;1;85;1900.0;930.0;107.0;22.35;Apartamento
Apartamento;Tijuca;3;1;1;90;2000.0;887.0;123.0;22.22;Apartamento
Apartamento;Praça Seca;1;1;0;45;650.0;370.0;140.0;14.44;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1650.0;720.0;85.0;23.57;Apartamento
Apartamento;Camorim;3;1;1;70;1500.0;677.0;40.0;21.43;Apartamento
Apartamento;Irajá;3;1;0;60;1250.0;490.0;0.0;20.83;Apartamento
Apartamento;Cachambi;2;0;0;59;1100.0;650.0;50.0;18.64;Apartamento
Apartamento;Botafogo;3;1;3;108;6000.0;1670.0;290.0;55.56;Apartamento
Apartamento;Barra da Tijuca;3;2;1;109;3100.0;1904.0;205.0;28.44;Apartamento
Apartamento;São Cristóvão;2;0;0;70;1200.0;400.0;20.0;17.14;Apartamento
Apartamento;Barra da Tijuca;1;1;0;61;1500.0;909.0;0.0;24.59;Apartamento
Apartamento;Barra da Tijuca;2;1;0;52;1100.0;620.0;0.0;21.15;Apartamento
Apartamento;Higienópolis;1;0;1;37;900.0;308.0;0.0;24.32;Apartamento
Apartamento;Tijuca;2;1;0;90;2000.0;700.0;75.0;22.22;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1498.0;339.0;25.0;Apartamento
Apartamento;Ramos;2;1;0;65;700.0;400.0;0.0;10.77;Apartamento
Apartamento;Humaitá;2;1;1;74;3000.0;1289.0;11.0;40.54;Apartamento
Apartamento;São Cristóvão;2;0;0;46;1100.0;395.0;15.0;23.91;Apartamento
Apartamento;Barra da Tijuca;2;1;1;73;2000.0;1033.0;100.0;27.4;Apartamento
Apartamento;Centro;1;0;0;34;1000.0;450.0;21.0;29.41;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;99;1900.0;1110.0;0.0;19.19;Apartamento
Apartamento;Campo Grande;2;0;0;60;450.0;170.0;0.0;7.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;83;2300.0;1200.0;195.0;27.71;Apartamento
Apartamento;Leblon;2;2;1;160;8000.0;2550.0;571.0;50.0;Apartamento
Apartamento;Tijuca;3;0;1;100;1800.0;850.0;130.0;18.0;Apartamento
Apartamento;Botafogo;2;1;1;104;5800.0;1350.0;267.0;55.77;Apartamento
Apartamento;Laranjeiras;3;2;1;120;3500.0;980.0;0.0;29.17;Apartamento
Apartamento;Tijuca;3;1;1;96;1950.0;500.0;93.0;20.31;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1400.0;726.0;14.0;20.0;Apartamento
Apartamento;Curicica;3;1;0;60;1300.0;670.0;78.0;21.67;Apartamento
Apartamento;Pechincha;3;1;1;76;1450.0;652.0;742.0;19.08;Apartamento
Apartamento;Engenho de Dentro;2;1;1;80;1350.0;235.0;135.0;16.88;Apartamento
Apartamento;São Conrado;4;2;2;166;5800.0;1699.0;388.0;34.94;Apartamento
Apartamento;Tijuca;1;0;0;35;800.0;420.0;0.0;22.86;Apartamento
Apartamento;Barra da Tijuca;1;1;1;66;2500.0;1396.0;141.0;37.88;Apartamento
Apartamento;Copacabana;2;1;1;180;6800.0;1600.0;305.0;37.78;Apartamento
Apartamento;Tijuca;3;0;0;105;2200.0;512.0;128.0;20.95;Apartamento
Apartamento;Barra da Tijuca;3;1;2;250;6500.0;1295.0;0.0;26.0;Apartamento
Apartamento;Copacabana;3;1;0;131;5000.0;1886.0;777.0;38.17;Apartamento
Apartamento;Pechincha;2;1;0;71;1400.0;688.0;0.0;19.72;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;180;2700.0;900.0;0.0;15.0;Apartamento
Apartamento;Flamengo;4;1;2;202;5300.0;1746.0;383.0;26.24;Apartamento
Apartamento;Bonsucesso;3;0;0;66;1000.0;150.0;0.0;15.15;Apartamento
Apartamento;Barra da Tijuca;4;2;2;160;4000.0;1790.0;690.0;25.0;Apartamento
Apartamento;Laranjeiras;3;1;0;130;2650.0;1010.0;214.0;20.38;Apartamento
Apartamento;Engenho de Dentro;2;0;0;65;950.0;480.0;0.0;14.62;Apartamento
Apartamento;Leme;1;0;0;32;1600.0;560.0;100.0;50.0;Apartamento
Apartamento;Copacabana;3;1;1;100;9000.0;900.0;220.0;90.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;708.0;1352.0;25.88;Apartamento
Apartamento;Irajá;2;1;1;50;1000.0;442.0;0.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;300;3700.0;880.0;512.0;12.33;Apartamento
Apartamento;Gávea;3;1;1;85;3700.0;864.0;182.0;43.53;Apartamento
Apartamento;Jacarepaguá;2;1;1;75;1300.0;524.0;126.0;17.33;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;50;1050.0;590.0;37.0;21.0;Apartamento
Apartamento;Vaz Lobo;2;1;0;50;750.0;460.0;0.0;15.0;Apartamento
Apartamento;Leblon;3;2;1;150;7000.0;1900.0;400.0;46.67;Apartamento
Apartamento;Centro;1;0;0;45;1100.0;400.0;0.0;24.44;Apartamento
Apartamento;Cidade Nova;2;0;0;55;1200.0;400.0;13.0;21.82;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500.0;800.0;0.0;31.25;Apartamento
Apartamento;Copacabana;2;0;1;80;2400.0;700.0;154.0;30.0;Apartamento
Apartamento;Botafogo;1;0;0;30;1300.0;559.0;0.0;43.33;Apartamento
Apartamento;Copacabana;2;1;0;48;1800.0;604.0;76.0;37.5;Apartamento
Apartamento;Curicica;2;1;0;55;800.0;350.0;16.0;14.55;Apartamento
Apartamento;Barra da Tijuca;2;2;1;74;2200.0;1049.0;221.0;29.73;Apartamento
Apartamento;Botafogo;2;1;0;61;3000.0;610.0;103.0;49.18;Apartamento
Apartamento;Copacabana;2;1;1;100;3500.0;750.0;150.0;35.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;3;170;3000.0;1180.0;0.0;17.65;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;151;2000.0;1126.0;0.0;13.25;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;340;4000.0;1100.0;400.0;11.76;Apartamento
Apartamento;Ipanema;3;0;1;138;7500.0;1920.0;3137.0;54.35;Apartamento
Apartamento;Copacabana;2;0;0;85;3000.0;988.0;106.0;35.29;Apartamento
Apartamento;Copacabana;3;0;0;130;5500.0;750.0;150.0;42.31;Apartamento
Apartamento;Vila Isabel;1;1;0;54;1700.0;600.0;70.0;31.48;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1700.0;780.0;0.0;23.94;Apartamento
Apartamento;Flamengo;1;0;0;30;1500.0;386.0;29.0;50.0;Apartamento
Apartamento;Laranjeiras;2;0;0;59;2500.0;728.0;95.0;42.37;Apartamento
Apartamento;Copacabana;1;0;0;38;1300.0;612.0;24.0;34.21;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;67;2000.0;518.0;643.0;29.85;Apartamento
Apartamento;Jacarepaguá;2;1;0;71;1700.0;600.0;0.0;23.94;Apartamento
Apartamento;Laranjeiras;2;0;0;87;2900.0;750.0;130.0;33.33;Apartamento
Apartamento;Cidade Nova;1;0;0;37;800.0;214.0;14.0;21.62;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;2;166;2000.0;1618.0;222.0;12.05;Apartamento
Apartamento;Flamengo;2;0;0;42;1700.0;535.0;24.0;40.48;Apartamento
Apartamento;Lins de Vasconcelos;2;0;0;80;900.0;539.0;13.0;11.25;Apartamento
Apartamento;Leblon;2;1;0;74;3500.0;1600.0;180.0;47.3;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1424.0;329.0;26.43;Apartamento
Apartamento;Copacabana;3;1;1;280;5500.0;1369.0;248.0;19.64;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2200.0;1130.0;75.0;27.5;Apartamento
Apartamento;Tijuca;2;0;0;73;1400.0;491.0;0.0;19.18;Apartamento
Apartamento;Barra da Tijuca;3;2;3;105;3100.0;1500.0;270.0;29.52;Apartamento
Apartamento;Cordovil;2;0;0;65;1100.0;50.0;0.0;16.92;Apartamento
Apartamento;Barra da Tijuca;4;3;2;230;6200.0;2750.0;690.0;26.96;Apartamento
Apartamento;Catete;2;0;0;83;2300.0;680.0;148.0;27.71;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;90;1800.0;880.0;177.0;20.0;Apartamento
Apartamento;Humaitá;2;0;0;72;2000.0;620.0;137.0;27.78;Apartamento
Apartamento;Barra da Tijuca;2;1;1;101;2500.0;2300.0;0.0;24.75;Apartamento
Apartamento;Tijuca;2;0;0;79;1800.0;380.0;0.0;22.78;Apartamento
Apartamento;Ipanema;3;1;1;95;4500.0;1180.0;264.0;47.37;Apartamento
Apartamento;Ipanema;3;1;1;150;8000.0;2050.0;438.0;53.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;96;2000.0;1460.0;278.0;20.83;Apartamento
Apartamento;Copacabana;3;1;1;143;3890.0;1971.0;258.0;27.2;Apartamento
Apartamento;Pechincha;3;1;1;90;1000.0;800.0;120.0;11.11;Apartamento
Apartamento;Botafogo;3;0;0;83;2800.0;294.0;110.0;33.73;Apartamento
Apartamento;Barra da Tijuca;2;1;0;62;1500.0;700.0;100.0;24.19;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1846.0;438.0;33.33;Apartamento
Apartamento;Praça Seca;2;0;0;48;950.0;160.0;12.0;19.79;Apartamento
Apartamento;Barra da Tijuca;3;2;1;167;4500.0;2180.0;165.0;26.95;Apartamento
Apartamento;Copacabana;2;0;0;57;2200.0;760.0;77.0;38.6;Apartamento
Apartamento;Ipanema;3;2;0;95;5000.0;1200.0;202.0;52.63;Apartamento
Apartamento;Copacabana;1;0;0;40;2050.0;585.0;0.0;51.25;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;3000.0;1650.0;0.0;42.86;Apartamento
Apartamento;Tijuca;2;1;0;71;1750.0;540.0;83.0;24.65;Apartamento
Apartamento;Ipanema;2;0;1;90;3600.0;650.0;150.0;40.0;Apartamento
Apartamento;Lapa;1;0;0;32;1100.0;380.0;0.0;34.38;Apartamento
Apartamento;Flamengo;1;0;0;50;1900.0;600.0;25.0;38.0;Apartamento
Apartamento;Copacabana;1;0;0;27;1600.0;295.0;30.0;59.26;Apartamento
Apartamento;Vila Isabel;3;1;1;89;2100.0;750.0;0.0;23.6;Apartamento
Apartamento;Copacabana;4;1;2;241;6300.0;2540.0;612.0;26.14;Apartamento
Apartamento;Recreio dos Bandeirantes;4;4;1;145;2000.0;1350.0;390.0;13.79;Apartamento
Apartamento;Copacabana;3;0;0;119;2500.0;1140.0;0.0;21.01;Apartamento
Apartamento;Campo Grande;2;1;0;52;850.0;280.0;0.0;16.35;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;71;1600.0;500.0;0.0;22.54;Apartamento
Apartamento;Tijuca;3;1;1;80;1750.0;850.0;125.0;21.88;Apartamento
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2200.0;455.0;35.26;Apartamento
Apartamento;Irajá;2;1;1;80;1450.0;200.0;0.0;18.12;Apartamento
Apartamento;Ipanema;3;1;1;130;4500.0;1230.0;335.0;34.62;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;74;1500.0;1247.0;190.0;20.27;Apartamento
Apartamento;Barra da Tijuca;3;1;1;110;3500.0;1300.0;0.0;31.82;Apartamento
Apartamento;Leblon;3;1;1;120;6000.0;1700.0;360.0;50.0;Apartamento
Apartamento;Gávea;2;0;0;63;2100.0;921.0;101.0;33.33;Apartamento
Apartamento;Tijuca;3;1;1;85;2300.0;569.0;0.0;27.06;Apartamento
Apartamento;Jacarepaguá;4;2;3;245;2700.0;1380.0;145.0;11.02;Apartamento
Apartamento;Flamengo;2;0;0;65;2500.0;420.0;800.0;38.46;Apartamento
Apartamento;Leblon;1;1;1;105;5500.0;2800.0;450.0;52.38;Apartamento
Apartamento;Copacabana;2;0;0;65;2600.0;770.0;91.0;40.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;70;2000.0;1130.0;0.0;28.57;Apartamento
Apartamento;Copacabana;1;0;0;63;1800.0;757.0;88.0;28.57;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;2;134;2500.0;1200.0;0.0;18.66;Apartamento
Apartamento;Leblon;3;1;1;110;5900.0;1200.0;480.0;53.64;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;0;85;1800.0;924.0;155.0;21.18;Apartamento
Apartamento;Copacabana;3;1;0;100;2700.0;1079.0;129.0;27.0;Apartamento
Apartamento;Glória;2;0;0;110;1500.0;1400.0;200.0;13.64;Apartamento
Apartamento;Leme;3;1;1;220;9200.0;1700.0;1850.0;41.82;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;79;1600.0;750.0;113.0;20.25;Apartamento
Apartamento;Copacabana;1;0;0;28;1400.0;420.0;55.0;50.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;50;3500.0;1000.0;200.0;70.0;Apartamento
Apartamento;Copacabana;3;0;0;110;2700.0;1000.0;25.0;24.55;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;70;1800.0;631.0;0.0;25.71;Apartamento
Apartamento;Botafogo;3;1;1;101;5600.0;1290.0;342.0;55.45;Apartamento
Apartamento;Caju;1;0;1;45;850.0;230.0;0.0;18.89;Apartamento
Apartamento;Lins de Vasconcelos;2;2;1;145;2500.0;581.0;28.0;17.24;Apartamento
Apartamento;Todos os Santos;2;1;0;70;1300.0;511.0;0.0;18.57;Apartamento
Apartamento;Tijuca;3;0;0;85;1600.0;515.0;0.0;18.82;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;400.0;33.33;Apartamento
Apartamento;Irajá;2;1;0;50;900.0;460.0;0.0;18.0;Apartamento
Apartamento;Barra da Tijuca;3;3;1;127;6000.0;2100.0;6482.0;47.24;Apartamento
Apartamento;Lagoa;3;3;0;280;9000.0;1700.0;0.0;32.14;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;189;2500.0;922.0;420.0;13.23;Apartamento
Apartamento;Copacabana;3;0;0;130;3000.0;1200.0;232.0;23.08;Apartamento
Apartamento;Copacabana;2;0;0;80;2200.0;938.0;98.0;27.5;Apartamento
Apartamento;Copacabana;3;1;0;110;2900.0;1365.0;160.0;26.36;Apartamento
Apartamento;Ipanema;3;1;1;180;6500.0;1520.0;430.0;36.11;Apartamento
Apartamento;Méier;3;1;0;65;1200.0;320.0;16.0;18.46;Apartamento
Apartamento;Santa Teresa;3;0;0;83;1700.0;604.0;0.0;20.48;Apartamento
Apartamento;Leblon;2;0;1;60;3200.0;788.0;140.0;53.33;Apartamento
Apartamento;Copacabana;4;1;4;250;9000.0;2500.0;6000.0;36.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;200;3300.0;900.0;350.0;16.5;Apartamento
Apartamento;Ipanema;1;0;0;40;2500.0;651.0;54.0;62.5;Apartamento
Apartamento;Botafogo;2;1;1;105;5800.0;1353.0;281.0;55.24;Apartamento
Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;0.0;24.55;Apartamento
Apartamento;Urca;3;2;1;168;6000.0;2172.0;459.0;35.71;Apartamento
Apartamento;Maracanã;3;0;1;114;1900.0;570.0;87.0;16.67;Apartamento
Apartamento;Méier;3;1;0;85;1300.0;770.0;72.0;15.29;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1700.0;720.0;90.0;24.29;Apartamento
Apartamento;Padre Miguel;2;1;0;50;800.0;273.0;0.0;16.0;Apartamento
Apartamento;Glória;1;0;1;45;1200.0;515.0;0.0;26.67;Apartamento
Apartamento;Botafogo;2;1;1;84;4650.0;1140.0;223.0;55.36;Apartamento
Apartamento;Catete;2;1;0;71;2200.0;725.0;109.0;30.99;Apartamento
Apartamento;Barra da Tijuca;3;0;2;180;8000.0;1700.0;0.0;44.44;Apartamento
Apartamento;Urca;3;2;1;170;6000.0;2172.0;458.0;35.29;Apartamento
Apartamento;Copacabana;2;0;0;70;2100.0;912.0;156.0;30.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;4;2;170;2600.0;1180.0;260.0;15.29;Apartamento
Apartamento;Barra da Tijuca;2;1;1;95;2400.0;1200.0;0.0;25.26;Apartamento
Apartamento;Barra da Tijuca;2;1;1;62;1900.0;1224.0;0.0;30.65;Apartamento
Apartamento;Tijuca;3;1;0;85;2200.0;850.0;92.0;25.88;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2800.0;700.0;1200.0;40.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1900.0;230.0;27.5;Apartamento
Apartamento;Tomás Coelho;2;0;0;70;760.0;150.0;0.0;10.86;Apartamento
Apartamento;Rio Comprido;2;1;0;60;1300.0;700.0;15.0;21.67;Apartamento
Apartamento;Praça Seca;2;0;1;62;1100.0;440.0;0.0;17.74;Apartamento
Apartamento;Botafogo;2;1;0;70;2400.0;812.0;157.0;34.29;Apartamento
Apartamento;Barra da Tijuca;2;2;1;82;3000.0;1600.0;230.0;36.59;Apartamento
Apartamento;Glória;1;0;1;40;1150.0;520.0;0.0;28.75;Apartamento
Apartamento;Barra da Tijuca;2;1;0;52;2200.0;488.0;0.0;42.31;Apartamento
Apartamento;Barra da Tijuca;2;3;1;100;6000.0;3200.0;450.0;60.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;71;1600.0;570.0;100.0;22.54;Apartamento
Apartamento;Ipanema;3;1;1;140;8000.0;2636.0;139.0;57.14;Apartamento
Apartamento;Barra da Tijuca;3;1;1;220;6000.0;2000.0;900.0;27.27;Apartamento
Apartamento;Catete;1;0;0;65;1800.0;423.0;0.0;27.69;Apartamento
Apartamento;Ipanema;2;1;1;100;7880.0;4699.0;0.0;78.8;Apartamento
Apartamento;Flamengo;3;1;2;160;3800.0;880.0;129.0;23.75;Apartamento
Apartamento;Barra da Tijuca;4;3;4;267;8500.0;2423.0;570.0;31.84;Apartamento
Apartamento;Vila Isabel;3;2;1;100;1400.0;750.0;102.0;14.0;Apartamento
Apartamento;Gávea;2;1;1;75;2500.0;1237.0;1888.0;33.33;Apartamento
Apartamento;Botafogo;1;0;0;45;2000.0;480.0;20.0;44.44;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2200.0;1200.0;2500.0;27.5;Apartamento
Apartamento;Botafogo;3;1;1;110;5500.0;1250.0;200.0;50.0;Apartamento
Apartamento;Ipanema;2;1;0;65;3400.0;950.0;90.0;52.31;Apartamento
Apartamento;Praça Seca;2;1;0;50;750.0;260.0;13.0;15.0;Apartamento
Apartamento;Rio Comprido;2;1;0;88;1200.0;663.0;0.0;13.64;Apartamento
Apartamento;Lagoa;2;1;1;108;4800.0;1191.0;3439.0;44.44;Apartamento
Apartamento;São Cristóvão;2;0;0;50;1000.0;320.0;0.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;70;1050.0;500.0;60.0;15.0;Apartamento
Apartamento;Copacabana;4;1;1;260;7000.0;2200.0;4300.0;26.92;Apartamento
Apartamento;Ipanema;1;0;0;38;2000.0;495.0;0.0;52.63;Apartamento
Apartamento;Vargem Pequena;3;0;0;53;1000.0;382.0;0.0;18.87;Apartamento
Apartamento;Barra da Tijuca;1;1;1;52;2200.0;2300.0;326.0;42.31;Apartamento
Apartamento;Copacabana;2;0;0;67;2000.0;537.0;101.0;29.85;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;293;4900.0;540.0;718.0;16.72;Apartamento
Apartamento;Lagoa;3;1;1;130;5500.0;950.0;280.0;42.31;Apartamento
Apartamento;Barra da Tijuca;1;1;1;48;1200.0;650.0;50.0;25.0;Apartamento
Apartamento;Copacabana;3;2;1;104;4800.0;1400.0;375.0;46.15;Apartamento
Apartamento;Tijuca;3;1;0;148;2500.0;1100.0;220.0;16.89;Apartamento
Apartamento;Copacabana;3;0;1;110;3000.0;1600.0;2938.0;27.27;Apartamento
Apartamento;Taquara;2;1;1;50;1000.0;450.0;18.0;20.0;Apartamento
Apartamento;Jardim Guanabara;3;0;0;115;1800.0;470.0;0.0;15.65;Apartamento
Apartamento;Barra da Tijuca;3;2;3;100;1900.0;1498.0;127.0;19.0;Apartamento
Apartamento;Centro;1;0;0;33;800.0;380.0;25.0;24.24;Apartamento
Apartamento;Barra da Tijuca;2;1;1;79;3100.0;1200.0;160.0;39.24;Apartamento
Apartamento;Botafogo;3;1;0;109;2500.0;927.0;174.0;22.94;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;490.0;90.0;21.43;Apartamento
Apartamento;Barra da Tijuca;2;1;2;80;1000.0;1183.0;0.0;12.5;Apartamento
Apartamento;Praça Seca;1;1;0;48;450.0;275.0;0.0;9.38;Apartamento
Apartamento;Barra da Tijuca;4;3;2;139;4000.0;1700.0;443.0;28.78;Apartamento
Apartamento;São Francisco Xavier;2;1;0;66;850.0;401.0;0.0;12.88;Apartamento
Apartamento;Barra da Tijuca;3;2;1;120;5000.0;1574.0;336.0;41.67;Apartamento
Apartamento;Itanhangá;2;1;0;65;1100.0;550.0;34.0;16.92;Apartamento
Apartamento;Copacabana;3;1;0;250;9500.0;1510.0;913.0;38.0;Apartamento
Apartamento;Leblon;3;0;1;100;4500.0;1450.0;0.0;45.0;Apartamento
Apartamento;Engenho de Dentro;2;1;0;51;1300.0;350.0;13.0;25.49;Apartamento
Apartamento;Recreio dos Bandeirantes;4;4;4;700;7000.0;1650.0;1099.0;10.0;Apartamento
Apartamento;Copacabana;1;0;0;39;1800.0;600.0;67.0;46.15;Apartamento
Apartamento;Tijuca;3;1;1;68;2200.0;972.0;95.0;32.35;Apartamento
Apartamento;São Conrado;1;1;1;80;3200.0;1050.0;15.0;40.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;72;2000.0;630.0;0.0;27.78;Apartamento
Apartamento;Ipanema;3;1;2;120;6000.0;850.0;305.0;50.0;Apartamento
Apartamento;Méier;3;0;0;59;1050.0;230.0;25.0;17.8;Apartamento
Apartamento;Pechincha;3;1;1;85;1050.0;982.0;102.0;12.35;Apartamento
Apartamento;Barra da Tijuca;3;1;0;100;1800.0;1200.0;260.0;18.0;Apartamento
Apartamento;Ipanema;3;1;2;120;7000.0;800.0;305.0;58.33;Apartamento
Apartamento;Gávea;2;1;0;61;3420.0;894.0;282.0;56.07;Apartamento
Apartamento;Barra da Tijuca;2;1;1;105;2700.0;1591.0;200.0;25.71;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;91;1500.0;1229.0;189.0;16.48;Apartamento
Apartamento;Tijuca;2;1;0;79;1500.0;470.0;0.0;18.99;Apartamento
Apartamento;Taquara;2;1;0;55;1000.0;460.0;40.0;18.18;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;1;190;3900.0;1400.0;241.0;20.53;Apartamento
Apartamento;Copacabana;2;2;1;157;4000.0;1500.0;339.0;25.48;Apartamento
Apartamento;Botafogo;1;1;0;80;2400.0;800.0;126.0;30.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;72;2200.0;750.0;77.0;30.56;Apartamento
Apartamento;Tijuca;2;1;2;87;2950.0;740.0;130.0;33.91;Apartamento
Apartamento;Barra da Tijuca;2;1;1;68;1650.0;1200.0;240.0;24.26;Apartamento
Apartamento;Copacabana;4;0;1;130;5000.0;1800.0;200.0;38.46;Apartamento
Apartamento;Copacabana;3;1;0;110;3500.0;897.0;328.0;31.82;Apartamento
Apartamento;Copacabana;2;0;0;80;2400.0;180.0;995.0;30.0;Apartamento
Apartamento;Copacabana;3;0;0;80;3200.0;1018.0;106.0;40.0;Apartamento
Apartamento;Ipanema;3;1;0;98;4800.0;783.0;315.0;48.98;Apartamento
Apartamento;Botafogo;3;2;1;105;3900.0;1209.0;203.0;37.14;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;166;3000.0;950.0;201.0;18.07;Apartamento
Apartamento;Laranjeiras;2;0;0;123;2600.0;800.0;203.0;21.14;Apartamento
Apartamento;Jardim Botânico;2;1;1;80;3500.0;1812.0;218.0;43.75;Apartamento
Apartamento;Barra da Tijuca;3;3;2;150;6000.0;2875.0;457.0;40.0;Apartamento
Apartamento;Tijuca;3;1;0;100;2500.0;1277.0;0.0;25.0;Apartamento
Apartamento;Jardim Botânico;3;0;1;131;3700.0;800.0;250.0;28.24;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;85;2000.0;1300.0;100.0;23.53;Apartamento
Apartamento;Praça Seca;2;1;1;64;1100.0;360.0;0.0;17.19;Apartamento
Apartamento;Flamengo;1;0;0;55;1800.0;700.0;56.0;32.73;Apartamento
Apartamento;Flamengo;3;1;0;97;3000.0;760.0;167.0;30.93;Apartamento
Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0;38.06;Apartamento
Apartamento;Botafogo;2;1;0;83;3100.0;900.0;120.0;37.35;Apartamento
Apartamento;São Conrado;2;1;1;80;3000.0;1200.0;210.0;37.5;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;0;2;112;2400.0;648.0;0.0;21.43;Apartamento
Apartamento;Copacabana;2;1;0;85;2990.0;850.0;170.0;35.18;Apartamento
Apartamento;Barra da Tijuca;4;0;2;146;4900.0;1800.0;3500.0;33.56;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;4500.0;1653.0;0.0;30.0;Apartamento
Apartamento;Flamengo;3;1;1;108;4000.0;1000.0;217.0;37.04;Apartamento
Apartamento;Leme;2;1;0;84;2700.0;715.0;215.0;32.14;Apartamento
Apartamento;Barra da Tijuca;2;1;2;85;3300.0;950.0;250.0;38.82;Apartamento
Apartamento;Flamengo;4;1;1;180;5200.0;1400.0;490.0;28.89;Apartamento
Apartamento;Barra da Tijuca;4;2;4;205;4500.0;2300.0;550.0;21.95;Apartamento
Apartamento;Barra da Tijuca;3;3;3;150;5000.0;2900.0;450.0;33.33;Apartamento
Apartamento;Tijuca;2;2;0;80;1800.0;550.0;81.0;22.5;Apartamento
Apartamento;Copacabana;3;1;3;197;7000.0;2284.0;401.0;35.53;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;179;4000.0;952.0;510.0;22.35;Apartamento
