student_id,age,region,enroll_date,exam_season,courses_enrolled,completed_assignments,completion_rate,login_frequency,last_activity_days_ago,forum_posts_count,dropout_score,label,label_multiclass,label_name
STU01235,26,Amman,2024-10-17,1,6,0,0.0,2.47,4,4,0.6717,1,2,dropped
STU01236,17,Dubai,2024-03-30,0,3,4,0.2483,1.38,3,2,0.7136,1,2,dropped
STU01237,30,Doha,2024-11-23,0,4,0,0.0,0.65,3,0,0.6346,1,2,dropped
STU01238,28,Tunis,2024-08-06,0,1,3,0.5425,6.19,3,3,0.2393,0,0,active
STU01239,18,Baghdad,2024-06-16,0,7,31,0.8831,12.68,63,21,0.2117,0,0,active
STU01240,26,Alexandria,2024-07-24,0,6,8,0.258,0.51,20,3,0.9059,1,2,dropped
STU01241,25,Alexandria,2024-04-04,0,6,0,0.0,0.61,3,1,0.6425,1,2,dropped
STU01242,20,Riyadh,2024-09-01,0,6,3,0.1036,1.48,23,0,0.7843,1,2,dropped
STU01243,19,Beirut,2024-05-07,0,3,10,0.6381,8.86,1,17,0.0,0,0,active
STU01244,25,Cairo,2024-05-13,0,1,5,0.9553,12.82,1,17,0.0,0,0,active
STU01245,24,Tunis,2024-04-30,0,3,13,0.8644,11.28,8,11,0.0476,0,0,active
STU01246,27,Casablanca,2024-05-16,0,7,9,0.2674,3.94,2,1,0.3007,1,1,at-risk
STU01247,19,Beirut,2024-06-03,0,1,0,0.0009,2.26,13,2,0.5602,1,1,at-risk
STU01248,19,Doha,2024-10-20,1,7,25,0.7254,6.15,8,12,0.0718,0,0,active
STU01249,21,Cairo,2024-05-13,0,2,2,0.2066,1.19,36,0,0.9978,1,2,dropped
STU01250,17,Beirut,2024-12-20,0,7,2,0.0431,0.32,7,0,0.5584,1,1,at-risk
STU01251,22,Dubai,2024-02-01,0,7,12,0.3491,5.94,4,8,0.0,0,0,active
STU01252,21,Alexandria,2024-08-26,0,6,29,0.971,13.0,5,7,0.0265,0,0,active
STU01253,26,Amman,2024-03-22,0,1,2,0.4086,4.36,1,6,0.2585,0,0,active
STU01254,17,Tunis,2024-12-17,0,5,7,0.2937,2.93,4,5,0.4117,1,1,at-risk
STU01255,24,Baghdad,2024-12-26,0,7,22,0.6232,9.06,8,15,0.0798,0,0,active
STU01256,29,Amman,2024-12-19,0,7,0,0.0,0.1,12,0,0.6821,1,2,dropped
STU01257,24,Alexandria,2024-11-23,0,7,13,0.3656,3.91,1,4,0.279,0,0,active
STU01258,17,Amman,2024-07-07,0,6,19,0.6335,8.62,1,11,0.0,0,0,active
STU01259,22,Doha,2024-04-23,1,2,6,0.5761,8.35,8,4,0.3291,1,1,at-risk
STU01260,26,Dubai,2024-03-09,0,5,14,0.5683,6.45,1,5,0.0312,0,0,active
STU01261,24,Casablanca,2024-03-19,0,5,0,0.0,0.24,43,1,0.7081,1,2,dropped
STU01262,20,Casablanca,2024-11-06,0,6,8,0.2731,0.26,2,3,0.8092,1,2,dropped
STU01263,24,Beirut,2024-07-31,0,6,2,0.0622,1.28,7,1,0.7008,1,2,dropped
STU01264,18,Baghdad,2024-08-29,0,6,10,0.3404,6.77,5,7,0.1906,0,0,active
STU01265,23,Baghdad,2024-12-06,0,3,3,0.22,1.14,3,1,0.6754,1,2,dropped
STU01266,29,Dubai,2024-05-06,0,2,6,0.5975,6.15,2,8,0.1755,0,0,active
STU01267,21,Doha,2024-02-11,0,6,21,0.6992,10.33,5,8,0.0,0,0,active
STU01268,21,Baghdad,2024-08-16,0,4,4,0.1913,3.05,3,3,0.3155,1,1,at-risk
STU01269,33,Baghdad,2024-12-26,0,5,16,0.6383,8.11,13,8,0.0524,0,0,active
STU01270,23,Beirut,2024-02-09,0,3,1,0.0703,2.79,7,2,0.554,1,1,at-risk
STU01271,25,Doha,2024-02-27,0,6,14,0.4704,4.26,1,2,0.1911,0,0,active
STU01272,28,Cairo,2024-10-07,0,5,3,0.1085,3.54,8,5,0.3,1,1,at-risk
STU01273,33,Baghdad,2024-04-13,0,3,2,0.1137,2.97,1,5,0.4316,1,1,at-risk
STU01274,26,Doha,2024-10-01,0,2,4,0.4347,6.26,1,10,0.0842,0,0,active
STU01275,18,Riyadh,2024-03-25,0,5,0,0.0,1.82,22,1,0.702,1,2,dropped
STU01276,28,Beirut,2024-09-23,0,2,6,0.5948,5.86,22,4,0.1937,0,0,active
STU01277,24,Casablanca,2024-02-29,0,5,4,0.1456,1.43,6,2,0.7217,1,2,dropped
STU01278,22,Dubai,2024-10-25,1,4,0,0.0,0.72,4,0,0.8846,1,2,dropped
STU01279,25,Casablanca,2024-02-16,0,5,7,0.2818,4.51,8,8,0.3833,1,1,at-risk
STU01280,27,Baghdad,2024-08-16,0,6,0,0.0,0.71,18,4,0.7438,1,2,dropped
STU01281,27,Cairo,2024-08-20,0,5,11,0.4275,5.16,5,6,0.0621,0,0,active
STU01282,17,Riyadh,2024-09-19,0,2,0,0.0058,1.22,4,1,0.8101,1,2,dropped
STU01283,29,Tunis,2024-08-21,0,7,18,0.5131,6.23,1,7,0.204,0,0,active
STU01284,20,Doha,2024-01-30,0,7,2,0.0667,1.49,3,0,0.5864,1,1,at-risk
STU01285,17,Baghdad,2024-08-24,0,7,13,0.3622,1.01,1,1,0.5219,1,1,at-risk
STU01286,20,Amman,2024-01-12,0,6,0,0.0,0.75,3,0,0.7154,1,2,dropped
STU01287,23,Tunis,2024-05-10,0,1,1,0.2417,6.79,12,7,0.3538,1,1,at-risk
STU01288,18,Cairo,2024-04-21,1,3,3,0.2249,0.2,8,0,0.9196,1,2,dropped
STU01289,27,Doha,2024-02-07,0,5,1,0.0431,0.62,7,0,0.7974,1,2,dropped
STU01290,29,Cairo,2024-08-04,0,3,8,0.5027,6.23,4,6,0.0,0,0,active
STU01291,26,Beirut,2024-12-24,0,2,1,0.0771,0.16,1,0,0.7177,1,2,dropped
STU01292,26,Alexandria,2024-10-04,0,2,5,0.4903,3.97,16,5,0.3719,1,1,at-risk
STU01293,17,Cairo,2024-02-05,0,5,5,0.1814,3.38,8,1,0.2802,0,0,active
STU01294,29,Casablanca,2024-01-17,0,4,0,0.0,1.82,1,3,0.4196,1,1,at-risk
STU01295,24,Amman,2024-07-28,0,7,13,0.3788,3.73,14,6,0.0944,0,0,active
STU01296,25,Riyadh,2024-03-10,0,4,12,0.6063,10.1,21,11,0.0391,0,0,active
STU01297,17,Tunis,2024-07-10,0,3,1,0.0666,3.26,8,2,0.4009,1,1,at-risk
STU01298,20,Tunis,2024-08-17,0,5,0,0.0,1.66,1,3,0.5082,1,1,at-risk
STU01299,32,Tunis,2024-07-11,0,4,20,0.9891,14.0,1,15,0.0799,0,0,active
STU01300,25,Alexandria,2024-12-15,0,7,2,0.0436,1.83,1,3,0.4497,1,1,at-risk
STU01301,30,Baghdad,2024-03-09,0,4,8,0.4027,3.01,6,4,0.0,0,0,active
STU01302,23,Beirut,2024-03-01,0,4,7,0.3689,3.32,8,4,0.2079,0,0,active
STU01303,25,Riyadh,2024-10-02,0,5,8,0.3327,4.5,1,4,0.1075,0,0,active
STU01304,17,Tunis,2024-09-27,0,4,5,0.2314,2.05,1,2,0.4754,1,1,at-risk
STU01305,17,Riyadh,2024-04-24,1,5,4,0.1563,0.2,1,2,0.6998,1,2,dropped
STU01306,25,Cairo,2024-01-12,0,2,1,0.0928,0.69,15,0,0.8035,1,2,dropped
STU01307,21,Amman,2024-08-25,0,6,30,0.9982,14.0,6,18,0.0,0,0,active
STU01308,29,Baghdad,2024-08-05,0,5,1,0.0487,0.48,1,2,0.6662,1,2,dropped
STU01309,17,Baghdad,2024-07-13,0,1,1,0.2265,2.39,22,1,0.5105,1,1,at-risk
STU01310,18,Dubai,2024-05-06,0,3,4,0.2747,0.83,1,0,0.7728,1,2,dropped
STU01311,32,Casablanca,2024-06-26,0,5,1,0.0269,0.87,2,4,0.5476,1,1,at-risk
STU01312,18,Riyadh,2024-05-21,0,3,0,0.0119,1.01,5,1,0.6741,1,2,dropped
STU01313,26,Dubai,2024-02-27,0,7,0,0.0,0.3,3,2,0.5808,1,1,at-risk
STU01314,27,Cairo,2024-12-04,0,2,4,0.3832,3.01,1,3,0.1601,0,0,active
STU01315,30,Tunis,2024-11-10,0,1,1,0.1611,2.3,38,0,0.696,1,2,dropped
STU01316,31,Cairo,2024-05-03,0,5,7,0.2657,2.35,3,2,0.2635,0,0,active
STU01317,20,Dubai,2024-02-04,0,4,7,0.3445,5.47,3,4,0.1581,0,0,active
STU01318,19,Alexandria,2024-10-31,1,5,12,0.4761,9.28,38,9,0.4875,1,1,at-risk
STU01319,29,Cairo,2024-08-16,0,6,2,0.0536,0.13,22,1,0.7015,1,2,dropped
STU01320,17,Doha,2024-12-10,0,6,0,0.0,0.46,2,1,0.6573,1,2,dropped
STU01321,34,Cairo,2024-05-05,0,7,15,0.4373,6.47,2,6,0.1058,0,0,active
STU01322,30,Cairo,2024-07-24,0,1,5,1.0,14.0,1,16,0.0,0,0,active
STU01323,17,Casablanca,2024-04-29,1,7,5,0.1534,1.94,6,1,0.5567,1,1,at-risk
STU01324,24,Baghdad,2024-04-21,1,7,12,0.3323,5.47,13,6,0.1447,0,0,active
STU01325,19,Cairo,2024-03-12,0,5,6,0.2229,5.61,7,8,0.4048,1,1,at-risk
STU01326,18,Baghdad,2024-05-28,0,6,4,0.1363,1.86,6,3,0.4086,1,1,at-risk
STU01327,17,Dubai,2024-10-21,1,6,1,0.0283,1.21,1,3,0.9102,1,2,dropped
STU01328,21,Beirut,2024-10-22,1,5,6,0.2522,4.46,2,5,0.5957,1,1,at-risk
STU01329,32,Doha,2024-12-10,0,1,2,0.3567,4.67,2,3,0.1146,0,0,active
STU01330,18,Beirut,2024-05-01,0,5,0,0.0,0.14,39,1,0.9903,1,2,dropped
STU01331,18,Amman,2024-03-14,0,3,5,0.3064,3.38,10,5,0.1409,0,0,active
STU01332,25,Baghdad,2024-04-23,1,4,11,0.546,8.01,7,12,0.1902,0,0,active
STU01333,25,Tunis,2024-06-02,0,1,1,0.2996,3.68,14,2,0.2826,0,0,active
STU01334,19,Amman,2024-02-01,0,5,0,0.0,1.05,1,0,0.6712,1,2,dropped
STU01335,17,Baghdad,2024-10-29,1,4,2,0.0753,0.26,1,0,0.7851,1,2,dropped
STU01336,25,Riyadh,2024-11-16,0,4,7,0.34,8.45,1,11,0.1017,0,0,active
STU01337,28,Tunis,2024-10-11,0,2,5,0.5409,6.22,33,6,0.3247,1,1,at-risk
STU01338,22,Casablanca,2024-01-25,0,5,5,0.2004,0.68,1,1,0.8358,1,2,dropped
STU01339,35,Beirut,2024-11-25,0,2,0,0.0158,1.9,14,3,0.3942,1,1,at-risk
STU01340,17,Tunis,2024-09-25,0,2,0,0.0,0.1,27,3,0.6724,1,2,dropped
STU01341,25,Beirut,2024-12-22,0,5,0,0.0,0.1,11,1,0.5377,1,1,at-risk
STU01342,26,Tunis,2024-07-28,0,5,13,0.5186,2.89,22,2,0.3131,1,1,at-risk
STU01343,33,Riyadh,2024-06-02,0,5,6,0.2323,7.43,1,10,0.3543,1,1,at-risk
STU01344,17,Tunis,2024-04-04,0,1,2,0.3739,5.64,5,5,0.0428,0,0,active
STU01345,26,Baghdad,2024-08-30,0,1,2,0.3985,2.0,4,3,0.3235,1,1,at-risk
STU01346,17,Dubai,2024-04-25,1,3,1,0.0837,0.41,7,0,0.993,1,2,dropped
STU01347,19,Amman,2024-12-28,0,6,0,0.0,0.26,1,1,0.6394,1,2,dropped
STU01348,18,Riyadh,2024-08-25,0,7,10,0.2878,1.54,10,1,0.5719,1,1,at-risk
STU01349,17,Cairo,2024-10-14,0,2,0,0.0122,4.27,11,2,0.1965,0,0,active
STU01350,28,Tunis,2024-08-01,0,2,2,0.2143,2.88,36,2,0.5267,1,1,at-risk
STU01351,27,Baghdad,2024-09-28,0,3,8,0.5062,7.22,1,8,0.0711,0,0,active
STU01352,24,Riyadh,2024-07-17,0,1,0,0.0,1.42,16,0,0.7709,1,2,dropped
STU01353,24,Dubai,2024-05-10,0,5,0,0.0,0.28,1,0,0.7607,1,2,dropped
STU01354,22,Dubai,2024-06-18,0,6,8,0.2682,2.14,1,3,0.503,1,1,at-risk
STU01355,17,Alexandria,2024-08-18,0,6,0,0.0,0.36,1,0,0.8126,1,2,dropped
STU01356,28,Beirut,2024-02-17,0,5,2,0.0976,0.88,4,1,0.5604,1,1,at-risk
STU01357,19,Baghdad,2024-04-07,0,3,8,0.5149,9.11,20,19,0.1262,0,0,active
STU01358,22,Cairo,2024-05-17,0,6,11,0.3556,2.91,12,8,0.2783,0,0,active
STU01359,27,Tunis,2024-12-10,0,7,0,0.0,0.8,7,4,0.687,1,2,dropped
STU01360,21,Doha,2024-11-04,1,7,24,0.6889,10.32,11,7,0.1885,0,0,active
STU01361,24,Cairo,2024-02-07,0,4,0,0.0,0.36,16,2,0.7305,1,2,dropped
STU01362,26,Dubai,2024-10-27,1,4,7,0.3467,1.14,1,0,0.6764,1,2,dropped
STU01363,21,Baghdad,2024-04-21,1,1,1,0.2467,1.27,1,1,0.7092,1,2,dropped
STU01364,21,Casablanca,2024-04-16,1,7,15,0.4262,2.47,1,3,0.421,1,1,at-risk
STU01365,32,Beirut,2024-06-04,0,3,1,0.0891,0.25,14,2,0.707,1,2,dropped
STU01366,26,Cairo,2024-04-18,1,5,4,0.1462,4.16,12,10,0.4347,1,1,at-risk
STU01367,24,Dubai,2024-03-01,0,2,1,0.0687,0.29,1,0,0.7942,1,2,dropped
STU01368,33,Casablanca,2024-05-04,0,3,10,0.6335,6.98,40,11,0.0643,0,0,active
STU01369,27,Doha,2024-12-26,0,4,3,0.1459,0.16,5,0,0.6607,1,2,dropped
STU01370,18,Dubai,2024-07-22,0,7,16,0.4481,5.16,17,2,0.1254,0,0,active
STU01371,26,Dubai,2024-10-09,0,2,4,0.3801,0.28,32,2,0.6831,1,2,dropped
STU01372,25,Beirut,2024-05-24,0,3,7,0.478,5.0,1,7,0.1035,0,0,active
STU01373,25,Tunis,2024-08-26,0,3,10,0.6842,8.86,14,8,0.0241,0,0,active
STU01374,30,Baghdad,2024-11-28,0,4,15,0.756,3.49,1,3,0.0413,0,0,active
STU01375,20,Beirut,2024-06-06,0,6,1,0.0412,0.81,5,0,0.6303,1,2,dropped
STU01376,32,Amman,2024-07-03,0,7,7,0.201,5.63,4,9,0.3431,1,1,at-risk
STU01377,27,Baghdad,2024-09-11,0,3,5,0.3129,2.31,6,2,0.3488,1,1,at-risk
STU01378,17,Casablanca,2024-02-20,0,1,0,0.0413,1.53,5,2,0.6375,1,2,dropped
STU01379,25,Casablanca,2024-06-12,0,5,1,0.0418,1.12,1,3,0.8311,1,2,dropped
STU01380,24,Dubai,2024-07-08,0,3,10,0.6734,12.43,13,11,0.0,0,0,active
STU01381,20,Beirut,2024-07-30,0,5,25,1.0,14.0,7,19,0.156,0,0,active
STU01382,24,Cairo,2024-10-15,0,5,14,0.5741,8.62,5,9,0.1028,0,0,active
STU01383,20,Dubai,2024-03-15,0,6,0,0.0,1.54,9,1,0.5422,1,1,at-risk
STU01384,18,Cairo,2024-05-13,0,3,1,0.0508,2.06,7,2,0.3379,1,1,at-risk
STU01385,23,Baghdad,2024-10-26,1,6,22,0.7205,11.16,1,11,0.1366,0,0,active
STU01386,20,Doha,2024-08-01,0,4,0,0.0,0.65,28,2,0.7028,1,2,dropped
STU01387,22,Amman,2024-03-19,0,5,5,0.1914,1.95,5,4,0.4801,1,1,at-risk
STU01388,19,Dubai,2024-06-17,0,1,0,0.0401,3.56,7,7,0.3372,1,1,at-risk
STU01389,29,Dubai,2024-07-13,0,3,3,0.2111,1.29,14,0,0.6637,1,2,dropped
STU01390,27,Doha,2024-05-05,0,2,0,0.0,2.05,4,4,0.4607,1,1,at-risk
STU01391,21,Casablanca,2024-10-08,0,3,6,0.3876,7.7,6,11,0.0962,0,0,active
STU01392,21,Beirut,2024-05-11,0,2,10,1.0,14.0,10,22,0.0,0,0,active
STU01393,22,Casablanca,2024-11-24,0,1,0,0.0889,1.77,1,2,0.5222,1,1,at-risk
STU01394,20,Casablanca,2024-08-23,0,7,19,0.5287,3.49,15,7,0.21,0,0,active
STU01395,29,Riyadh,2024-06-29,0,4,6,0.2815,3.98,17,3,0.4103,1,1,at-risk
STU01396,22,Riyadh,2024-03-12,0,1,2,0.4335,7.4,17,14,0.2458,0,0,active
STU01397,17,Baghdad,2024-09-07,0,7,2,0.0672,0.43,22,0,0.8512,1,2,dropped
STU01398,21,Riyadh,2024-10-04,0,7,35,1.0,14.0,1,15,0.0407,0,0,active
STU01399,18,Cairo,2024-09-25,0,4,6,0.2803,3.66,1,5,0.3956,1,1,at-risk
STU01400,20,Cairo,2024-02-08,0,4,0,0.0,0.43,8,1,0.6416,1,2,dropped
STU01401,23,Cairo,2024-01-04,0,6,13,0.4207,5.01,1,7,0.0001,0,0,active
STU01402,21,Tunis,2024-03-11,0,2,0,0.0,2.98,5,3,0.544,1,1,at-risk
STU01403,30,Dubai,2024-02-04,0,5,8,0.3341,3.43,40,5,0.2025,0,0,active
STU01404,17,Riyadh,2024-01-05,0,1,3,0.6556,8.65,11,6,0.1389,0,0,active
STU01405,22,Dubai,2024-09-15,0,7,2,0.0569,0.73,5,0,0.7989,1,2,dropped
STU01406,17,Casablanca,2024-07-10,0,2,1,0.1143,1.95,47,2,0.6223,1,2,dropped
STU01407,20,Cairo,2024-11-12,0,1,2,0.4209,7.21,8,8,0.1238,0,0,active
STU01408,23,Doha,2024-09-04,0,3,2,0.1411,2.15,6,4,0.5377,1,1,at-risk
STU01409,17,Casablanca,2024-01-09,0,1,5,1.0,10.02,7,17,0.0142,0,0,active
STU01410,17,Cairo,2024-09-29,0,4,2,0.0874,3.48,33,4,0.6017,1,2,dropped
STU01411,17,Baghdad,2024-07-29,0,5,3,0.1076,0.49,11,0,0.8138,1,2,dropped
STU01412,22,Cairo,2024-01-09,0,2,0,0.0,0.1,3,0,0.7223,1,2,dropped
STU01413,20,Baghdad,2024-05-20,0,4,0,0.0,2.3,11,4,0.4015,1,1,at-risk
STU01414,17,Baghdad,2024-05-26,0,4,7,0.3654,2.0,2,1,0.2625,0,0,active
STU01415,17,Cairo,2024-09-14,0,5,8,0.3021,5.6,8,12,0.1108,0,0,active
STU01416,27,Tunis,2024-04-01,0,6,1,0.0256,1.34,3,2,0.588,1,1,at-risk
STU01417,17,Alexandria,2024-02-19,0,4,7,0.3613,4.69,17,5,0.2783,0,0,active
STU01418,17,Baghdad,2024-03-17,0,1,3,0.5794,9.93,2,16,0.149,0,0,active
STU01419,26,Dubai,2024-04-08,0,4,0,0.0,2.3,5,2,0.5118,1,1,at-risk
STU01420,24,Doha,2024-09-26,0,4,3,0.1363,0.52,7,1,0.5776,1,1,at-risk
STU01421,25,Amman,2024-06-30,0,7,14,0.3924,8.97,2,9,0.0026,0,0,active
STU01422,29,Amman,2024-07-22,0,1,1,0.2421,2.52,1,5,0.4694,1,1,at-risk
STU01423,18,Alexandria,2024-07-10,0,1,3,0.5712,8.39,10,9,0.0657,0,0,active
STU01424,30,Tunis,2024-08-23,0,4,2,0.119,2.33,63,1,0.6299,1,2,dropped
STU01425,23,Doha,2024-05-04,0,2,0,0.044,1.9,5,1,0.3855,1,1,at-risk
STU01426,32,Dubai,2024-06-02,0,6,2,0.0816,4.4,4,6,0.4204,1,1,at-risk
STU01427,32,Alexandria,2024-11-30,0,1,2,0.3242,7.67,1,13,0.1562,0,0,active
STU01428,22,Cairo,2024-02-17,0,1,3,0.6276,3.06,15,4,0.0023,0,0,active
STU01429,18,Tunis,2024-07-13,0,6,9,0.2946,4.81,2,3,0.3638,1,1,at-risk
STU01430,38,Tunis,2024-10-09,0,5,9,0.3453,5.14,25,7,0.1938,0,0,active
STU01431,24,Casablanca,2024-01-29,0,1,0,0.0,1.27,10,2,0.6653,1,2,dropped
STU01432,27,Cairo,2024-12-25,0,3,3,0.2273,0.92,2,0,0.612,1,2,dropped
STU01433,21,Riyadh,2024-02-12,0,2,2,0.1751,2.06,22,4,0.6841,1,2,dropped
STU01434,23,Casablanca,2024-08-10,0,3,5,0.3131,2.1,4,4,0.102,0,0,active
STU01435,24,Beirut,2024-10-16,1,5,0,0.0,3.34,1,2,0.4021,1,1,at-risk
STU01436,22,Alexandria,2024-09-27,0,5,17,0.6947,7.51,10,9,0.0166,0,0,active
STU01437,18,Cairo,2024-04-27,1,3,1,0.0853,1.27,6,2,0.9362,1,2,dropped
STU01438,24,Dubai,2024-12-20,0,3,3,0.1754,2.61,6,2,0.3635,1,1,at-risk
STU01439,17,Doha,2024-08-31,0,5,10,0.4054,6.14,7,5,0.0519,0,0,active
STU01440,26,Amman,2024-01-24,0,1,2,0.4071,3.6,27,7,0.2699,0,0,active
STU01441,22,Alexandria,2024-12-16,0,7,12,0.3448,4.35,7,10,0.0101,0,0,active
STU01442,28,Amman,2024-10-05,0,1,2,0.31,1.97,6,1,0.1787,0,0,active
STU01443,20,Doha,2024-12-02,0,3,6,0.4237,3.05,13,2,0.119,0,0,active
STU01444,23,Cairo,2024-04-01,0,7,6,0.1572,0.31,1,1,0.5885,1,1,at-risk
STU01445,24,Beirut,2024-01-09,0,2,0,0.0,0.1,7,1,0.671,1,2,dropped
STU01446,17,Dubai,2024-10-27,1,7,0,0.0,0.8,4,3,0.9011,1,2,dropped
STU01447,20,Riyadh,2024-12-30,0,6,6,0.2147,2.58,5,2,0.5014,1,1,at-risk
STU01448,27,Tunis,2024-02-09,0,3,4,0.2985,2.77,2,3,0.4205,1,1,at-risk
STU01449,27,Amman,2024-03-24,0,4,12,0.6214,9.78,17,7,0.1578,0,0,active
STU01450,25,Doha,2024-05-03,0,3,15,1.0,14.0,5,23,0.0,0,0,active
STU01451,23,Doha,2024-07-18,0,4,2,0.076,0.12,14,1,0.7011,1,2,dropped
STU01452,25,Baghdad,2024-06-18,0,3,2,0.1287,1.58,6,0,0.5562,1,1,at-risk
STU01453,28,Tunis,2024-03-12,0,7,6,0.1633,1.34,1,0,0.7654,1,2,dropped
STU01454,27,Alexandria,2024-09-13,0,6,0,0.0,0.1,6,1,0.7512,1,2,dropped
STU01455,32,Beirut,2024-01-28,0,7,0,0.0,0.68,9,0,0.5905,1,1,at-risk
STU01456,17,Alexandria,2024-08-11,0,1,2,0.322,2.69,15,7,0.4855,1,1,at-risk
STU01457,23,Dubai,2024-02-08,0,5,4,0.1431,1.5,20,3,0.5636,1,1,at-risk
STU01458,17,Beirut,2024-11-05,1,2,0,0.0,1.99,3,2,0.5508,1,1,at-risk
STU01459,29,Doha,2024-10-31,1,1,0,0.0,0.93,1,3,0.7807,1,2,dropped
STU01460,25,Tunis,2024-06-16,0,6,0,0.0,0.1,4,0,0.7475,1,2,dropped
STU01461,18,Cairo,2024-11-20,0,7,13,0.3766,4.2,6,3,0.1672,0,0,active
STU01462,21,Amman,2024-08-18,0,6,0,0.0,0.11,1,1,0.6457,1,2,dropped
STU01463,24,Casablanca,2024-04-26,1,7,2,0.0457,0.1,25,1,1.0,1,2,dropped
STU01464,20,Beirut,2024-10-10,0,1,0,0.0962,0.84,11,1,0.8369,1,2,dropped
STU01465,25,Tunis,2024-08-09,0,3,0,0.0126,0.1,5,2,0.6871,1,2,dropped
STU01466,18,Riyadh,2024-12-14,0,6,6,0.1838,2.34,1,5,0.4738,1,1,at-risk
STU01467,18,Doha,2024-12-04,0,4,2,0.1124,0.12,7,1,0.6322,1,2,dropped
STU01468,21,Tunis,2024-02-13,0,2,3,0.3447,8.85,11,14,0.0176,0,0,active
STU01469,18,Doha,2024-05-31,0,3,7,0.4511,5.54,1,7,0.12,0,0,active
STU01470,24,Dubai,2024-02-07,0,3,1,0.0898,1.49,4,0,0.6593,1,2,dropped
STU01471,26,Alexandria,2024-05-17,0,6,15,0.4948,4.33,9,5,0.1048,0,0,active
STU01472,25,Riyadh,2024-07-13,0,1,1,0.2639,7.07,2,12,0.1967,0,0,active
STU01473,23,Riyadh,2024-07-18,0,2,2,0.207,2.43,11,3,0.3494,1,1,at-risk
STU01474,24,Beirut,2024-07-03,0,1,2,0.3154,1.66,10,3,0.1234,0,0,active
STU01475,17,Alexandria,2024-02-16,0,3,5,0.3498,4.66,19,8,0.2321,0,0,active
STU01476,20,Cairo,2024-06-06,0,3,1,0.0522,2.72,9,4,0.5595,1,1,at-risk
STU01477,28,Casablanca,2024-07-03,0,7,9,0.2645,4.08,3,7,0.3248,1,1,at-risk
STU01478,25,Amman,2024-02-22,0,1,0,0.0512,0.12,16,0,0.9546,1,2,dropped
STU01479,26,Riyadh,2024-02-14,0,5,15,0.6036,6.6,3,9,0.0,0,0,active
STU01480,26,Riyadh,2024-08-08,0,7,0,0.0,2.68,13,1,0.5906,1,1,at-risk
STU01481,28,Casablanca,2024-10-12,0,1,2,0.4822,4.28,14,6,0.0,0,0,active
STU01482,22,Baghdad,2024-09-19,0,5,16,0.6404,8.84,2,8,0.0717,0,0,active
STU01483,19,Tunis,2024-02-22,0,4,0,0.0,0.71,22,3,0.907,1,2,dropped
STU01484,20,Cairo,2024-02-15,0,1,0,0.0,0.37,24,1,0.748,1,2,dropped
STU01485,32,Beirut,2024-10-10,0,5,0,0.0,0.41,2,0,0.6279,1,2,dropped
STU01486,22,Alexandria,2024-11-01,1,7,7,0.2086,3.28,9,0,0.4503,1,1,at-risk
STU01487,18,Doha,2024-06-15,0,1,2,0.4321,6.48,8,11,0.0778,0,0,active
STU01488,28,Tunis,2024-01-07,0,1,5,1.0,14.0,5,16,0.0306,0,0,active
STU01489,17,Amman,2024-07-30,0,2,4,0.4457,5.73,5,10,0.1546,0,0,active
STU01490,21,Tunis,2024-02-13,0,6,5,0.1746,0.63,10,0,0.6835,1,2,dropped
STU01491,22,Baghdad,2024-05-04,0,1,2,0.4987,9.8,1,8,0.1605,0,0,active
STU01492,20,Doha,2024-09-23,0,7,0,0.0122,0.78,9,0,0.5212,1,1,at-risk
STU01493,21,Riyadh,2024-12-16,0,4,14,0.6873,5.96,9,3,0.0,0,0,active
STU01494,27,Tunis,2024-03-27,0,1,0,0.0257,2.62,2,1,0.3734,1,1,at-risk
STU01495,18,Riyadh,2024-05-17,0,6,12,0.405,5.02,7,6,0.1314,0,0,active
STU01496,21,Amman,2024-05-17,0,3,4,0.2521,3.25,6,0,0.2674,0,0,active
STU01497,21,Casablanca,2024-03-15,0,2,0,0.0381,0.1,5,0,0.6563,1,2,dropped
STU01498,23,Alexandria,2024-03-26,0,3,3,0.2102,2.17,10,0,0.7028,1,2,dropped
STU01499,29,Tunis,2024-05-21,0,3,8,0.5184,5.11,12,3,0.0,0,0,active
STU01500,21,Tunis,2024-06-02,0,2,0,0.0,0.71,8,1,0.5264,1,1,at-risk
STU01501,23,Casablanca,2024-02-09,0,6,11,0.3771,4.36,1,6,0.2027,0,0,active
STU01502,23,Beirut,2024-05-08,0,1,2,0.4214,3.83,1,9,0.0907,0,0,active
STU01503,26,Dubai,2024-11-16,0,7,10,0.2985,3.65,11,4,0.2497,0,0,active
STU01504,17,Casablanca,2024-10-31,1,7,17,0.4798,4.47,9,7,0.2481,0,0,active
STU01505,25,Doha,2024-04-10,0,1,1,0.1442,0.46,8,1,0.4768,1,1,at-risk
STU01506,17,Casablanca,2024-02-24,0,6,12,0.4114,4.17,4,9,0.0121,0,0,active
STU01507,28,Riyadh,2024-06-04,0,7,3,0.079,0.31,3,0,0.5706,1,1,at-risk
STU01508,26,Cairo,2024-07-21,0,5,1,0.0456,0.65,11,0,0.7906,1,2,dropped
STU01509,25,Beirut,2024-11-13,0,1,1,0.2945,2.39,1,5,0.5775,1,1,at-risk
STU01510,27,Tunis,2024-06-17,0,2,5,0.4596,1.14,2,1,0.5591,1,1,at-risk
